path,r1,r2,r3,r4,r5,r6,r7,r8,r9,avg
data_subset/fake/id28_id29_0002.mp4,0.0,15.178932768808227,10.733126291998996,13.994284547628716,8.979977728257463,14.400000000000006,7.589466384404115,9.600000000000005,0.0,0.0
data_subset/fake/id2_id3_0005.mp4,8.979977728257454,12.237646832622685,9.599999999999994,5.878775382679621,0.0,26.290682760247975,14.400000000000007,8.979977728257454,23.515101530718507,11.757550765359257
data_subset/fake/id23_id0_0008.mp4,5.878775382679627,4.8,0.0,20.645580640902306,4.800000000000001,28.800000000000004,18.5903200617956,16.27759195950065,19.199999999999992,26.93993318477238
data_subset/fake/id58_id52_0007.mp4,21.996363335788033,0.0,18.5903200617956,20.922714928995234,10.733126291998996,9.599999999999994,0.0,13.994284547628727,24.0,4.8
data_subset/fake/id57_id52_0008.mp4,16.09968943799848,21.094074997496335,32.109811584623166,32.84143724016962,17.13942822850284,23.268863315598384,19.199999999999996,24.73863375370596,37.2,21.331666601557416
data_subset/fake/id57_id56_0006.mp4,6.0,40.587682860690634,18.935680605671397,17.636326148038883,0.0,25.98768939324926,20.957099035887577,8.049844718999246,36.17955223603521,21.09407499749633
data_subset/fake/id58_id53_0002.mp4,8.400000000000006,20.922714928995234,7.959899496852962,26.318054639353576,7.683749084919421,7.959899496852962,6.462197768561407,15.600000000000001,12.924395537122816,10.46135746449762
data_subset/fake/id34_id35_0005.mp4,8.979977728257463,8.049844718999246,5.878775382679627,22.417850030723287,22.25668438918969,14.647866738880447,20.922714928995234,23.87969849055888,24.592681838303037,10.800000000000002
data_subset/fake/id41_id48_0005.mp4,18.0,0.0,18.000000000000007,0.0,0.0,0.0,0.0,0.0,18.000000000000007,0.0
data_subset/fake/id21_id38_0004.mp4,0.0,0.0,0.0,0.0,0.0,18.000000000000007,0.0,0.0,0.0,0.0
data_subset/fake/id17_id3_0007.mp4,6.0,12.000000000000007,14.696938456699069,14.696938456699074,25.455844122715714,13.416407864998739,10.39230484541327,18.0,9.949874371066205,18.97366596101028
data_subset/fake/id0_id4_0005.mp4,24.268498099388022,21.09407499749633,10.733126291998996,18.62900963551203,27.49545416973504,10.800000000000002,8.049844718999246,17.139428228502844,23.87969849055888,17.139428228502844
data_subset/fake/id24_id19_0003.mp4,24.475293665245367,0.0,16.277591959500644,23.26886331559838,8.979977728257463,5.878775382679627,4.8,5.878775382679627,4.8,20.92271492899523
data_subset/fake/id45_id47_0005.mp4,14.400000000000007,43.20000000000001,26.939933184772386,5.878775382679627,16.277591959500636,8.979977728257454,0.0,11.757550765359262,23.51510153071851,37.6425291392595
data_subset/fake/id35_id23_0007.mp4,36.95605498426476,30.594117081556714,19.84313483298443,21.16010396949883,22.248595461286993,23.574350468252568,11.905880899790663,16.703293088490067,5.809475019311125,29.047375096555626
data_subset/fake/id6_id26_0008.mp4,16.26314225229453,17.979580254345457,20.995626366712955,0.0,26.33535684983523,23.877237046601348,16.26314225229452,11.109841197270624,4.199125273342596,13.926922979375938
data_subset/fake/id17_id9_0009.mp4,25.98076211353316,30.0,0.0,0.0,5.196152422706638,5.196152422706632,8.485281374238575,5.196152422706632,15.588457268119901,9.949874371066205
data_subset/fake/id54_id57_0008.mp4,32.98484500494129,14.560219778561043,14.966629547095767,16.49242250247065,20.396078054371138,22.360679774997898,24.413111231467404,11.313708498984761,5.656854249492381,25.69046515733026
data_subset/fake/id16_id3_0010.mp4,24.0,13.145341380123991,5.878775382679627,17.636326148038883,17.63632614803889,23.51510153071851,23.26886331559838,19.2,5.878775382679627,17.63632614803889
data_subset/fake/id38_id37_0004.mp4,12.05985074534507,24.14953415699773,13.145341380123991,14.19859147943908,16.97056274847714,11.063453348751471,16.321764610482536,20.115665537088255,12.296340919151524,11.32077735846793
data_subset/fake/id16_id6_0006.mp4,18.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
data_subset/fake/id28_id19_0004.mp4,13.99428454762872,32.55518391900128,23.51510153071851,43.86160051799296,13.99428454762872,0.0,32.73163607276606,18.5903200617956,0.0,18.5903200617956
data_subset/fake/id2_id30_0008.mp4,15.5884572681199,23.2163735324878,12.449899597988727,38.57460304397182,19.183326093250876,8.944271909999163,23.2163735324878,21.817424229271428,15.842979517754863,15.588457268119898
data_subset/fake/id37_id29_0000.mp4,27.59805957965131,16.829725767863472,26.766205410295193,19.20743657635528,20.640968649190363,13.537825795626391,20.52533206061103,19.392424183234017,20.9840553400051,18.31947886226909
data_subset/fake/id13_id7_0001.mp4,13.266499161421605,8.944271909999165,23.40939982143925,5.656854249492381,12.000000000000009,17.549928774784245,5.656854249492381,21.2602916254693,5.656854249492381,21.2602916254693
data_subset/fake/id8_id3_0007.mp4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data_subset/fake/id41_id47_0005.mp4,0.0,0.0,18.000000000000007,0.0,5.999999999999993,0.0,0.0,0.0,18.000000000000007,0.0
data_subset/fake/id47_id46_0003.mp4,5.196152422706632,6.000000000000007,18.000000000000004,18.000000000000007,19.672315572905998,0.0,0.0,15.588457268119901,9.949874371066207,15.588457268119901
data_subset/fake/id20_id2_0009.mp4,26.5329983228432,11.999999999999993,5.656854249492381,8.944271909999165,22.360679774997898,5.656854249492381,14.560219778561045,8.944271909999165,20.396078054371138,11.489125293076064
data_subset/fake/id51_id57_0004.mp4,32.22145592958553,31.496031496047245,26.599916457680003,12.364824660660933,34.76907949441412,44.462218668088184,18.281745601069453,13.98411797560202,49.2431608336517,20.39607805437114
data_subset/fake/id20_id28_0002.mp4,19.2,0.0,23.51510153071851,0.0,20.92271492899523,19.200000000000003,30.35786553761644,22.768399153212336,17.636326148038883,20.079840636817814
data_subset/fake/id20_id34_0003.mp4,33.94112549695428,16.61324772583615,13.416407864998734,16.970562748477136,14.966629547095765,4.47213595499958,5.656854249492387,21.2602916254693,0.0,12.0
data_subset/fake/id25_id28_0008.mp4,5.878775382679627,10.733126291998996,11.757550765359262,0.0,4.8,20.922714928995234,19.497692171126303,0.0,9.600000000000005,45.15573053334428
data_subset/fake/id31_id2_0002.mp4,10.349272342369249,14.472544539732661,5.772548315050017,10.688682513962965,24.1483021321949,10.576756052544722,14.878016396711848,11.950310345567265,20.350645206739234,29.31279020191507
data_subset/fake/id22_id23_0005.mp4,16.97056274847714,18.142294704442904,22.21968239454124,15.333037559998557,32.61651015504078,13.498299212591682,14.944796377853732,27.853845958751865,14.944796377853743,19.99183506804103
data_subset/fake/id48_id44_0004.mp4,41.37632173115441,17.88854381999832,22.715633383201094,0.0,19.287301521985913,20.396078054371138,26.832815729997478,29.120439557122072,28.5657137141714,6.000000000000007
data_subset/fake/id26_id31_0001.mp4,4.8,14.4,14.400000000000006,10.733126291998996,14.399999999999993,9.600000000000005,4.8,0.0,0.0,4.8
data_subset/fake/id4_id31_0007.mp4,18.571184369578827,17.98765008430939,15.084944665313017,18.281745601069453,11.469767022723506,28.2842712474619,5.962847939999439,14.360439485692012,7.54247233265651,21.166010488516726
data_subset/fake/id54_id55_0007.mp4,31.702700586697592,27.159393459008328,24.076408980322523,16.62061665399884,12.59737582002777,27.814252696436494,50.85393248294169,22.999556339997834,45.96715775242946,31.991070182608325
data_subset/fake/id20_id33_0001.mp4,23.26886331559838,7.589466384404115,20.079840636817817,19.199999999999992,7.58946638440411,5.878775382679634,24.0,19.4976921711263,4.8,11.75755076535926
data_subset/fake/id53_id57_0002.mp4,14.4,14.4,43.20000000000001,5.878775382679634,27.78200856669655,29.78321675037806,35.1089732119867,46.41379105395293,0.0,36.07991130809499
data_subset/fake/id16_id20_0007.mp4,0.0,0.0,27.331300737432898,6.000000000000007,20.784609690826528,12.000000000000007,5.196152422706632,0.0,20.784609690826528,0.0
