path,r1_feat1,r1_feat2,r1_feat3,r2_feat1,r2_feat2,r2_feat3,r3_feat1,r3_feat2,r3_feat3,r4_feat1,r4_feat2,r4_feat3,r5_feat1,r5_feat2,r5_feat3,r6_feat1,r6_feat2,r6_feat3,r7_feat1,r7_feat2,r7_feat3,r8_feat1,r8_feat2,r8_feat3,r9_feat1,r9_feat2,r9_feat3,avg_feat1,avg_feat2,avg_feat3
data/CelebDF-V2/Celeb-real/id4_0008.mp4,8.944271909999165,10.733126291998996,9.600000000000005,6.928203230275513,9.295160030897804,8.979977728257463,10.770329614269,13.145341380123977,12.237646832622675,24.657656011875904,29.39387691339814,27.782008566696543,13.416407864998734,16.09968943799848,14.399999999999995,16.12451549659709,11.999999999999995,9.599999999999996,8.944271909999163,12.000000000000005,11.757550765359259,19.287301521985903,30.8285581887963,29.9759903923123,0.0,0.0,0.0,17.88854381999831,24.592681838303026,23.515101530718503
data/CelebDF-V2/Celeb-real/id24_0000.mp4,0.0,0.0,0.0,0.0,0.0,0.0,41.56921938165307,55.42562584220409,45.25483399593906,5.196152422706632,6.928203230275509,5.656854249492381,0.0,0.0,0.0,0.0,0.0,0.0,5.196152422706632,6.928203230275509,5.656854249492381,20.784609690826528,27.712812921102035,22.627416997969522,5.196152422706632,6.928203230275509,5.656854249492381,5.196152422706632,6.928203230275509,5.656854249492381
data/CelebDF-V2/Celeb-real/id43_0000.mp4,36.39780213144745,48.74423042781576,42.426406871192846,8.979977728257463,13.416407864998744,13.076696830622026,16.277591959500644,18.973665961010283,14.696938456699074,44.25381339500587,42.42640687119286,34.98571136907182,13.994284547628727,18.973665961010283,18.000000000000007,14.400000000000007,13.416407864998744,9.949874371066205,30.92183694414031,38.41874542459711,37.34969879396621,23.26886331559838,38.88444419044716,38.88444419044716,19.2,32.31098884280703,31.032241298365804,38.400000000000006,48.0,41.569219381653056
data/CelebDF-V2/Celeb-real/id41_0007.mp4,5.656854249492381,5.366563145999495,4.8,45.8257569495584,79.77969666525438,79.74358908401351,10.770329614269002,11.999999999999995,9.599999999999996,25.377155080899037,32.19937887599697,30.734996339677675,33.2264954516723,39.79949748426481,37.94733192202057,13.416407864998739,16.099689437998485,14.400000000000002,8.246211251235316,7.589466384404106,5.878775382679624,40.9878030638384,72.19972299115835,71.19550547611837,5.656854249492381,5.366563145999495,4.800000000000001,17.88854381999832,21.46625258399798,19.2
data/CelebDF-V2/Celeb-real/id19_0006.mp4,43.669211121796096,32.56322521439847,32.10313956995381,48.620983124572874,40.289858863896846,40.289858863896846,34.45286635390443,53.05228981434689,53.041072499534046,27.640549922170507,31.542179552293003,31.542179552293003,29.444863728670914,33.747727196199314,32.287960553342714,31.160872901765767,42.03894298472224,42.024786074745215,19.261360284258224,16.180796699117813,16.033023770944443,33.63034344160047,45.33511582948396,45.00578475215186,28.071337695236398,37.600773686430735,37.34671149517896,33.52610922848042,45.19050584118104,44.979334097647204
data/CelebDF-V2/Celeb-real/id55_0007.mp4,32.47172959884484,27.62607463973121,27.390509305231987,10.349272342369249,5.366563145999498,4.8000000000000025,35.383144887767685,49.47726750741192,49.243882868839655,7.866657328285074,6.572670690061996,6.462197768561407,25.584085962673253,36.595081636744574,36.09986149557918,34.2552402940529,36.199447509596055,34.550832117331126,19.817347772274495,24.88372962399326,24.854778212649574,18.641462717056434,13.145341380123991,12.237646832622685,32.39834706527454,27.36421020237931,26.400000000000002,20.755961007753218,16.099689437998485,14.399999999999995
data/CelebDF-V2/Celeb-real/id29_0002.mp4,17.384539747207064,24.372115213907882,24.325912110340283,32.71425105702746,36.742346141747674,36.71171475156125,15.434449203720302,23.62202362203544,23.57435046825257,8.219218670625306,12.727922061357862,12.639224659764544,34.30581421404962,42.21374183841086,41.973205738899665,21.24983660067897,30.59411708155671,30.44667469527666,9.977753031397183,10.39230484541327,10.39230484541327,28.158282775923833,37.22902093797257,37.19879030291173,41.182520563948,62.6418390534633,62.6418390534633,9.977753031397183,10.39230484541327,10.39230484541327
data/CelebDF-V2/Celeb-real/id53_0003.mp4,17.035909785574187,15.94106793972172,15.368146628525116,27.944389220179584,28.811762303941485,28.811762303941485,36.22154055254967,52.144595343423774,52.139817353278275,23.823424513607517,15.941067939721718,15.368146628525112,15.491933384829672,11.272037239532692,11.249913494477102,9.637888196533977,10.889822555676366,10.889822555676366,17.54992877478425,25.86844546137698,25.85881282449064,27.17024516308644,37.27165773866565,37.16455505248428,10.934146311237821,14.258124618864118,14.258124618864118,19.550504398153574,29.537613109987312,29.529177407085022
data/CelebDF-V2/Celeb-real/id48_0005.mp4,27.202941017470888,31.29217154497271,30.921836944140296,33.94112549695428,32.19937887599697,28.8,49.193495504995376,65.50725150698968,65.11036783800259,21.540659228538015,34.77930419085465,34.44648022657758,16.1245154965971,26.83281572999748,26.725268941584112,59.0592922409336,79.23635529225206,79.23635529225206,21.633307652783937,31.29217154497271,30.921836944140296,0.0,0.0,0.0,8.246211251235327,9.295160030897808,8.979977728257467,60.0,49.477267507411916,41.84542985799046
data/CelebDF-V2/Celeb-real/id25_0009.mp4,29.783216750378056,42.84857057125709,37.34969879396619,7.589466384404115,10.392304845413268,9.949874371066203,24.7095123383688,30.594117081556707,29.999999999999996,17.636326148038876,19.89974874213239,17.748239349298842,5.878775382679627,6.0,5.196152422706632,17.63632614803889,31.176914536239806,29.849623113198607,0.0,0.0,0.0,13.145341380123991,26.153393661244053,25.980762113533167,0.0,0.0,0.0,31.658174299855006,55.641710972974224,55.641710972974224
