path,r1_feat1,r1_feat2,r1_feat3,r2_feat1,r2_feat2,r2_feat3,r3_feat1,r3_feat2,r3_feat3,r4_feat1,r4_feat2,r4_feat3,r5_feat1,r5_feat2,r5_feat3,r6_feat1,r6_feat2,r6_feat3,r7_feat1,r7_feat2,r7_feat3,r8_feat1,r8_feat2,r8_feat3,r9_feat1,r9_feat2,r9_feat3,avg_feat1,avg_feat2,avg_feat3
data_subset/fake/id35_id38_0005.mp4,40.6541055470617,61.42912513593195,61.338620002856885,40.62465107650218,59.28105259928261,58.95066324715025,32.024965066384524,49.33309694477549,49.27227367517542,38.132229664982646,40.85014702838909,40.764921569408784,40.369776081391365,65.25460340317855,65.20863259005581,38.83280474162799,45.697890475136276,45.611259987283304,27.166149205858886,41.106541195773524,40.83979760307494,34.19863364386125,49.370447945084244,49.370447945084244,41.57029671725952,51.67464578202339,51.59196136332571,17.48928689755311,21.633634200670365,21.3549029547714
data_subset/fake/id35_id37_0005.mp4,37.33250754048278,61.568500648536535,61.47820069746456,39.61231882216864,58.498365990251486,58.43844542006732,34.94138564059379,50.65086577820396,50.46922683321845,29.165838592594326,32.267615027947706,32.11593614690123,36.585686220494615,44.268813979555205,43.76395145221713,42.08983900830489,59.37752332415393,59.37752332415393,32.02545523740865,48.65399145346394,48.61286747717873,40.379421854303416,62.44463796073363,62.34862116780439,51.055887782727474,74.7914372828669,74.78869016746155,38.836418328523656,53.3331698061334,53.10342204755025
data_subset/fake/id48_id44_0009.mp4,30.55573696091275,27.035799952188942,26.989653652141147,33.76016066903366,48.238162811967904,48.19054383112136,24.389876412736726,36.54132358787847,36.51698990574478,40.35401252775871,55.83810369448756,55.76058917519796,23.896270546504656,38.15052011275796,38.09717411458841,47.58424384108568,65.40708474388595,65.10778935499098,40.479522973997426,54.02558812577241,54.02558812577241,42.346567126881524,55.092565224028654,54.59967947725715,34.338246540584414,43.24157933833441,43.20090923433752,41.633487533789314,45.671689810964565,45.65222308290349
data_subset/fake/id45_id40_0000.mp4,32.306744273980186,55.722297958680045,55.6907430799403,41.533791105212494,61.80339686413343,61.71344061737659,39.0206987165052,49.947676704359985,49.555099719032604,41.5958854584781,50.76528048404645,50.442647049886446,33.4291246901713,50.647172225325356,50.5582441785884,23.548227585612132,29.400527112503188,29.322332065481103,46.75612514322684,65.83731581857671,65.76310918132606,20.113675670537987,28.780189709727264,28.749287677264512,38.224483137265715,59.62847939999439,59.62847939999439,35.69154674900269,47.300756984547206,47.267826525660986
data_subset/fake/id43_id47_0008.mp4,39.34025333931336,46.98804396344036,46.903796426944,43.60517096336474,75.79985651239004,75.77931155960515,31.746726182880867,54.87298440733023,54.844600745341346,39.92828081816758,47.44921679622979,46.67140962440064,38.92629314270282,59.10564225464511,59.061429516548024,34.592873573251175,48.551072415066805,48.147109286571514,38.67779819275837,63.87700766976751,63.816581383374185,42.95507989619958,50.61387858959589,50.528350327823,38.421203871499436,44.11866856671644,44.10095708825119,37.25140389081645,57.15084530631754,57.14115054831886
data_subset/fake/id39_id46_0001.mp4,37.345107169192296,60.5362781107173,60.49311099375028,50.20663086000617,66.9743466868811,66.64171868799676,40.37184420778183,56.643152384186216,56.643152384186216,39.17516914514882,65.32200460575505,65.19832137174912,33.11513137555713,37.550872522631,37.17019750776743,36.52328869754133,50.116926773360206,49.31517982783037,42.20086922431458,59.67638708179912,59.55645504523107,32.55930617146728,50.729374013042005,50.44824023997921,48.119926680638244,69.54082201071488,69.33600422205971,40.85627468396485,48.94634327536874,48.94634327536874
data_subset/fake/id60_id5_0005.mp4,29.181204363102452,46.70095921752287,46.68553942964282,35.03993531896207,53.161684588691934,53.08131657113329,27.82781608178787,39.14434093099901,39.09086264876696,24.738787744099728,39.00246615068363,38.9824302197185,33.999859174632256,46.277532100623766,46.277532100623766,34.37663914411742,51.29157940954946,51.289267265935855,33.91352469656345,47.30379601700123,47.26331706833928,47.976415218663014,57.76018232425793,57.49238614460749,38.16280735644407,56.0754217118454,56.053761515800396,27.113578666043264,41.35102843660234,41.35102843660234
data_subset/fake/id35_id3_0000.mp4,37.92728102430002,56.41014366574528,56.41014366574528,40.06826723196386,55.43855106878618,55.43620330074472,45.44249454052897,60.610372806963575,60.59602603619209,38.278218328845504,49.94295417623684,49.93784604654128,38.609228252419086,57.05088865975173,57.05088865975173,32.69068039179805,55.52130463461349,55.490412803009015,33.332397442885465,39.41560058100089,39.374478652561194,36.353434824841266,54.2397884262658,54.2397884262658,31.342015360860135,33.94176473188779,33.88007539568501,35.71756937285573,55.464799736645155,55.433098279152254
data_subset/fake/id33_id31_0006.mp4,42.264755101733684,61.5442493934967,61.53688003084378,39.08787441164342,57.731492013181395,57.6351807402121,38.29587556454877,60.144462646192494,60.132679579735616,28.93950230802011,40.940666183719074,40.75960314034515,44.135074055729895,63.26629360651325,63.16540829175984,35.92694622219661,46.7507414752854,46.13284866168924,23.569275014264704,33.29262296835486,33.29262296835486,44.41944095431501,60.47885835308325,60.35643634513244,46.40993838990641,58.56489510598914,57.9689787242372,38.39179967352455,49.75354984163736,49.5546429250029
data_subset/fake/id37_id3_0003.mp4,33.17735615523405,54.982514703102865,54.84782606146427,44.21983110018767,59.569698957932,59.40366947856749,33.59097297067213,58.42714624635814,58.39608977131509,36.23369821625434,50.470013099089066,50.16331353381033,47.30320780623713,60.02662627266341,59.988365746562145,23.783558004749903,32.86759465153995,32.84653246741511,37.70223669078276,52.366935353974526,52.3454479240301,35.444369166850464,58.31614178158779,58.232351552124776,40.36091996594437,58.21911660512747,57.633718161136166,38.46348687324201,52.04748980583388,51.92030483917167
